Nr.  	Status	Compiled instruction                                      	Bytecodes (hex)                                               	Disassembled to                                           
  596	OK    	LD M, 0x58                                                	01, 00, 0C, 58                                                	LD M, 0x58                                                
  597	OK    	LD MNOP, (0x374F1E + YZ)                                  	01, 32, 0C, 37, 4F, 1E, 18                                    	LD MNOP, (0x374F1E + YZ)                                  
  598	OK    	LD MNOP, (WXY + FG)                                       	01, 37, 0C, 16, 05                                            	LD MNOP, (WXY + FG)                                       
  599	OK    	LD MNOP, BCD                                              	01, 2D, 0C, 01                                                	LD MNOP, BCD                                              
  600	OK    	LD MNOP, UV                                               	01, 2C, 0C, 14                                                	LD MNOP, UV                                               
  601	OK    	LD NOP, (0x4E095E + J)                                    	01, 21, 0D, 4E, 09, 5E, 09                                    	LD NOP, (0x4E095E + J)                                    
  602	OK    	LD OP, (0x3F6C97)                                         	01, 10, 0E, 3F, 6C, 97                                        	LD OP, (0x3F6C97)                                         
  603	OK    	LD P, (0x4F172F)                                          	01, 02, 0F, 4F, 17, 2F                                        	LD P, (0x4F172F)                                          
  604	OK    	LD P, T                                                   	01, 01, 0F, 13                                                	LD P, T                                                   
  605	OK    	LD PQR, (0x07E72F + QRS)                                  	01, 23, 0F, 07, E7, 2F, 10                                    	LD PQR, (0x07E72F + QRS)                                  
  606	OK    	LD Q, (VWX + T)                                           	01, 09, 10, 15, 13                                            	LD Q, (VWX + T)                                           
  607	OK    	LD QRST, (0x085599 + 0x087729)                            	01, 30, 10, 08, 55, 99, 08, 77, 29                            	LD QRST, (0x085599 + 0x087729)                            
  608	OK    	LD QRST, (NOP + I)                                        	01, 36, 10, 0D, 08                                            	LD QRST, (NOP + I)                                        
  609	OK    	LD QRST, Q                                                	01, 2B, 10, 10                                                	LD QRST, Q                                                
  610	OK    	LD RS, (UVW + XY)                                         	01, 18, 11, 14, 17                                            	LD RS, (UVW + XY)                                         
  611	OK    	LD RS, 0x17F2                                             	01, 0D, 11, 17, F2                                            	LD RS, 0x17F2                                             
  612	OK    	LD RST, (GHI + 0x530694)                                  	01, 25, 11, 06, 53, 06, 94                                    	LD RST, (GHI + 0x530694)                                  
  613	OK    	LD ST, (0x6F8C16 + DE)                                    	01, 13, 12, 6F, 8C, 16, 03                                    	LD ST, (0x6F8C16 + DE)                                    
  614	OK    	LD STU, (0x13E4EB)                                        	01, 1F, 12, 13, E4, EB                                        	LD STU, (0x13E4EB)                                        
  615	OK    	LD STU, (IJK + Q)                                         	01, 26, 12, 08, 10                                            	LD STU, (IJK + Q)                                         
  616	OK    	LD STUV, (PQR)                                            	01, 34, 12, 0F                                                	LD STUV, (PQR)                                            
  617	OK    	LD T, (STU + FG)                                          	01, 0A, 13, 12, 05                                            	LD T, (STU + FG)                                          
  618	OK    	LD TUV, F4                                                	01, 29, 13, 04                                                	LD TUV, F4                                                
  619	OK    	LD UV, (0x21046B + BCD)                                   	01, 14, 14, 21, 04, 6B, 01                                    	LD UV, (0x21046B + BCD)                                   
  620	OK    	LD UV, (0x6E43E6 + A)                                     	01, 12, 14, 6E, 43, E6, 00                                    	LD UV, (0x6E43E6 + A)                                     
  621	OK    	LD UV, (GHI)                                              	01, 15, 14, 06                                                	LD UV, (GHI)                                              
  622	OK    	LD UV, F7                                                 	01, 1A, 14, 07                                                	LD UV, F7                                                 
  623	OK    	LD UVW, (DEF + TU)                                        	01, 27, 14, 03, 13                                            	LD UVW, (DEF + TU)                                        
  624	OK    	LD UVW, YZ                                                	01, 1D, 14, 18                                                	LD UVW, YZ                                                
  625	OK    	LD UVWX, (0x2B4415 + BCD)                                 	01, 33, 14, 2B, 44, 15, 01                                    	LD UVWX, (0x2B4415 + BCD)                                 
  626	OK    	LD UVWX, F4                                               	01, 39, 14, 04                                                	LD UVWX, F4                                               
  627	OK    	LD V, (0x2DADEF + NO)                                     	01, 05, 15, 2D, AD, EF, 0D                                    	LD V, (0x2DADEF + NO)                                     
  628	OK    	LD VW, (LMN + LMN)                                        	01, 19, 15, 0B, 0B                                            	LD VW, (LMN + LMN)                                        
  629	OK    	LD VWX, 0x6960AB                                          	01, 1B, 15, 69, 60, AB                                        	LD VWX, 0x6960AB                                          
  630	OK    	LD W, (0x74F170 + B)                                      	01, 04, 16, 74, F1, 70, 01                                    	LD W, (0x74F170 + B)                                      
  631	OK    	LD WXY, (WXY + OPQ)                                       	01, 28, 16, 16, 0E                                            	LD WXY, (WXY + OPQ)                                       
  632	OK    	LD X, (GHI)                                               	01, 07, 17, 06                                                	LD X, (GHI)                                               
  633	OK    	LD XYZ, (DEF)                                             	01, 24, 17, 03                                                	LD XYZ, (DEF)                                             
  634	OK    	LD XYZA, (0x4CD869)                                       	01, 2F, 17, 4C, D8, 69                                        	LD XYZA, (0x4CD869)                                       
  635	OK    	LD YZ, (PQR + F)                                          	01, 17, 18, 0F, 05                                            	LD YZ, (PQR + F)                                          
  636	OK    	LD YZ, M                                                  	01, 0E, 18, 0C                                                	LD YZ, M                                                  
  637	OK    	LD YZAB, (IJK + IJK)                                      	01, 38, 18, 08, 08                                            	LD YZAB, (IJK + IJK)                                      
  638	OK    	LD YZAB, (UVW + 0x7B3EC7)                                 	01, 35, 18, 14, 7B, 3E, C7                                    	LD YZAB, (UVW + 0x7B3EC7)                                 
  639	OK    	LDF (0x0EF641)                                            	27, 40, 0E, F6, 41                                            	LDF (0x0EF641)                                            
  640	OK    	LDF (0x71FD0C), 0x5C                                      	27, A0, 71, FD, 0C, 5C                                        	LDF (0x71FD0C), 0x5C                                      
  641	OK    	LDF (LMN), 0x33                                           	27, 8B, 33                                                    	LDF (LMN), 0x33                                           
  642	OK    	LDF (RST)                                                 	27, 31                                                        	LDF (RST)                                                 
  643	OK    	LDF I, 0x74                                               	27, 68, 74                                                    	LDF I, 0x74                                               
  644	OK    	LDF J                                                     	27, 09                                                        	LDF J                                                     
  645	OK    	LDREGS I, I, (HIJ)                                        	46, 21, 07                                                    	LDREGS I, I, (HIJ)                                        
  646	OK    	LDREGS V, K, (0x77AB16)                                   	46, 95, 0A, 77, AB, 16                                        	LDREGS V, K, (0x77AB16)                                   
  647	OK    	MAX CD, F14                                               	20, 2C, 2E                                                    	MAX CD, F14                                               
  648	OK    	MAX DEFG, WXYZ                                            	20, 0C, 76                                                    	MAX DEFG, WXYZ                                            
  649	OK    	MAX E, F5                                                 	20, 28, 45                                                    	MAX E, F5                                                 
  650	OK    	MAX F1, 0.8408207                                         	20, 20, 01, 3F, 57, 40, 07                                    	MAX F1, 0.8408207                                         
  651	OK    	MAX F10, KLM                                              	20, 40, AA                                                    	MAX F10, KLM                                              
  652	OK    	MAX F11, CD                                               	20, 3C, 2B                                                    	MAX F11, CD                                               
  653	OK    	MAX F3, F4                                                	20, 24, 34                                                    	MAX F3, F4                                                
  654	OK    	MAX F6, F                                                 	20, 38, 56                                                    	MAX F6, F                                                 
  655	OK    	MAX F9, BCDE                                              	20, 44, 19                                                    	MAX F9, BCDE                                              
  656	OK    	MAX FGH, DEF                                              	20, 08, A3                                                    	MAX FGH, DEF                                              
  657	OK    	MAX G, H                                                  	20, 00, C7                                                    	MAX G, H                                                  
  658	OK    	MAX GH, 0x0CD5                                            	20, 14, 06, 0C, D5                                            	MAX GH, 0x0CD5                                            
  659	OK    	MAX HIJ, F12                                              	20, 30, 7C                                                    	MAX HIJ, F12                                              
  660	OK    	MAX KLMN, F9                                              	20, 34, A9                                                    	MAX KLMN, F9                                              
  661	OK    	MAX NO, YZ                                                	20, 05, B8                                                    	MAX NO, YZ                                                
  662	OK    	MAX NOP, 0x57FCFD                                         	20, 18, 0D, 57, FC, FD                                        	MAX NOP, 0x57FCFD                                         
  663	OK    	MAX RSTU, 0x0AC0F46D                                      	20, 1C, 11, 0A, C0, F4, 6D                                    	MAX RSTU, 0x0AC0F46D                                      
  664	OK    	MAX U, 0x7D                                               	20, 10, 14, 7D                                                	MAX U, 0x7D                                               
  665	OK    	MEMC 0x23E49D, 0x6DBACE, 0x1BC2FC                         	41, E0, 23, E4, 9D, 6D, BA, CE, 1B, C2, FC                    	MEMC 0x23E49D, 0x6DBACE, 0x1BC2FC                         
  666	OK    	MEMC 0x440C03, 0x512E33, TUV                              	41, 73, 44, 0C, 03, 51, 2E, 33                                	MEMC 0x440C03, 0x512E33, TUV                              
  667	OK    	MEMC 0x5868D0, OPQ, YZA                                   	41, 2E, 18, 58, 68, D0                                        	MEMC 0x5868D0, OPQ, YZA                                   
  668	OK    	MEMC 0x7C4EB2, JKL, 0x06CB54                              	41, A9, 7C, 4E, B2, 06, CB, 54                                	MEMC 0x7C4EB2, JKL, 0x06CB54                              
  669	OK    	MEMC LMN, 0x22294A, NOP                                   	41, 4B, 0D, 22, 29, 4A                                        	MEMC LMN, 0x22294A, NOP                                   
  670	OK    	MEMC PQR, OPQ, 0x7EEDD8                                   	41, 8F, 0E, 7E, ED, D8                                        	MEMC PQR, OPQ, 0x7EEDD8                                   
  671	OK    	MEMC QRS, 0x3F198A, 0x71A975                              	41, D0, 3F, 19, 8A, 71, A9, 75                                	MEMC QRS, 0x3F198A, 0x71A975                              
  672	OK    	MEMC VWX, LMN, BCD                                        	41, 15, 0B, 01                                                	MEMC VWX, LMN, BCD                                        
  673	OK    	MEMF 0x0E842A, 0x3E7BCB, D                                	40, 63, 0E, 84, 2A, 3E, 7B, CB                                	MEMF 0x0E842A, 0x3E7BCB, D                                
  674	OK    	MEMF 0x22C3A9, ABC, 0x6E                                  	40, A0, 22, C3, A9, 6E                                        	MEMF 0x22C3A9, ABC, 0x6E                                  
  675	OK    	MEMF 0x4DEDBB, YZA, U                                     	40, 38, 14, 4D, ED, BB                                        	MEMF 0x4DEDBB, YZA, U                                     
  676	OK    	MEMF 0x4F93DC, 0x05FC20, 0x4E                             	40, E0, 4F, 93, DC, 05, FC, 20, 4E                            	MEMF 0x4F93DC, 0x05FC20, 0x4E                             
  677	OK    	MEMF CDE, 0x28C884, 0x15                                  	40, C2, 28, C8, 84, 15                                        	MEMF CDE, 0x28C884, 0x15                                  
  678	OK    	MEMF QRS, GHI, P                                          	40, 10, 06, 0F                                                	MEMF QRS, GHI, P                                          
  679	OK    	MEMF TUV, XYZ, 0x11                                       	40, 93, 17, 11                                                	MEMF TUV, XYZ, 0x11                                       
  680	OK    	MEMF YZA, 0x2C278F, S                                     	40, 58, 12, 2C, 27, 8F                                        	MEMF YZA, 0x2C278F, S                                     
  681	OK    	MIN B, F2                                                 	1F, 28, 12                                                    	MIN B, F2                                                 
  682	OK    	MIN F12, F8                                               	1F, 24, C8                                                    	MIN F12, F8                                               
  683	OK    	MIN F13, 0.118111596                                      	1F, 20, 0D, 3D, F1, E4, 7E                                    	MIN F13, 0.118111596                                      
  684	OK    	MIN F2, UV                                                	1F, 3D, 42                                                    	MIN F2, UV                                                
  685	OK    	MIN F3, MNO                                               	1F, 40, C3                                                    	MIN F3, MNO                                               
  686	OK    	MIN F4, XYZA                                              	1F, 45, 74                                                    	MIN F4, XYZA                                              
  687	OK    	MIN F5, M                                                 	1F, 38, C5                                                    	MIN F5, M                                                 
  688	OK    	MIN FGH, GHI                                              	1F, 08, A6                                                    	MIN FGH, GHI                                              
  689	OK    	MIN FGHI, F1                                              	1F, 34, 51                                                    	MIN FGHI, F1                                              
  690	OK    	MIN GHIJ, 0x29E3C885                                      	1F, 1C, 06, 29, E3, C8, 85                                    	MIN GHIJ, 0x29E3C885                                      
  691	OK    	MIN HI, WX                                                	1F, 04, F6                                                    	MIN HI, WX                                                
  692	OK    	MIN IJ, F10                                               	1F, 2C, 8A                                                    	MIN IJ, F10                                               
  693	OK    	MIN J, S                                                  	1F, 01, 32                                                    	MIN J, S                                                  
  694	OK    	MIN P, 0x4F                                               	1F, 10, 0F, 4F                                                	MIN P, 0x4F                                               
  695	OK    	MIN UV, 0x3318                                            	1F, 14, 14, 33, 18                                            	MIN UV, 0x3318                                            
  696	OK    	MIN UVW, F9                                               	1F, 31, 49                                                    	MIN UVW, F9                                               
  697	OK    	MIN WXYZ, FGHI                                            	1F, 0E, C5                                                    	MIN WXYZ, FGHI                                            
  698	OK    	MIN YZA, 0x10377A                                         	1F, 18, 18, 10, 37, 7A                                        	MIN YZA, 0x10377A                                         
  699	OK    	MUL (0x48E54E), F12                                       	05, A0, 0C, 48, E5, 4E                                        	MUL (0x48E54E), F12                                       
  700	OK    	MUL (DEF), F10                                            	05, A6, 83                                                    	MUL (DEF), F10                                            
  701	OK    	MUL ABCD, VWX                                             	05, 30, 15                                                    	MUL ABCD, VWX                                             
  702	OK    	MUL C, L                                                  	05, 04, 4B                                                    	MUL C, L                                                  
  703	OK    	MUL CD, F0                                                	05, 8C, 02, 00                                                	MUL CD, F0                                                
  704	OK    	MUL CD, XY                                                	05, 10, 57                                                    	MUL CD, XY                                                
  705	OK    	MUL DEF, 0x0F17                                           	05, 14, 6F, 17                                                	MUL DEF, 0x0F17                                           
  706	OK    	MUL F1, 0.9264327                                         	05, 74, 01, 3F, 6D, 2A, B2                                    	MUL F1, 0.9264327                                         
  707	OK    	MUL F1, YZAB                                              	05, 84, 01, 18                                                	MUL F1, YZAB                                              
  708	OK    	MUL F14, D                                                	05, 78, 0E, 03                                                	MUL F14, D                                                
  709	OK    	MUL F2, (GHI)                                             	05, 9C, 86                                                    	MUL F2, (GHI)                                             
  710	OK    	MUL F3, (0x090A3B)                                        	05, 98, 03, 09, 0A, 3B                                        	MUL F3, (0x090A3B)                                        
  711	OK    	MUL F3, VW                                                	05, 7C, 03, 15                                                	MUL F3, VW                                                
  712	OK    	MUL F5, EFG                                               	05, 80, 05, 04                                                	MUL F5, EFG                                               
  713	OK    	MUL F6, F14                                               	05, 70, 6E                                                    	MUL F6, F14                                               
  714	OK    	MUL GHIJ, 0x0647                                          	05, 24, C6, 47                                                	MUL GHIJ, 0x0647                                          
  715	OK    	MUL HIJ, RST                                              	05, 20, F1                                                    	MUL HIJ, RST                                              
  716	OK    	MUL IJ, 0x096E                                            	05, 09, 09, 6E                                                	MUL IJ, 0x096E                                            
  717	OK    	MUL JK, W                                                 	05, 0D, 36                                                    	MUL JK, W                                                 
  718	OK    	MUL KLMN, F4                                              	05, 94, 0A, 04                                                	MUL KLMN, F4                                              
  719	OK    	MUL LMN, F1                                               	05, 90, 0B, 01                                                	MUL LMN, F1                                               
  720	OK    	MUL MNOP, IJKL                                            	05, 35, 88                                                    	MUL MNOP, IJKL                                            
  721	OK    	MUL PQR, WX                                               	05, 1D, F6                                                    	MUL PQR, WX                                               
  722	OK    	MUL PQR, Y                                                	05, 19, F8                                                    	MUL PQR, Y                                                
  723	OK    	MUL PQRS, YZ                                              	05, 2D, F8                                                    	MUL PQRS, YZ                                              
  724	OK    	MUL R, 0x03D0                                             	05, 02, 23, D0                                                	MUL R, 0x03D0                                             
  725	OK    	MUL U, F12                                                	05, 88, 14, 0C                                                	MUL U, F12                                                
  726	OK    	MUL WXYZ, J                                               	05, 2A, C9                                                    	MUL WXYZ, J                                               
  727	OK    	NAND (0x06C066), 0x4A                                     	31, 50, 06, C0, 66, 4A                                        	NAND (0x06C066), 0x4A                                     
  728	OK    	NAND (0x1240E1), DEFG                                     	31, 6C, 12, 40, E1, 03                                        	NAND (0x1240E1), DEFG                                     
  729	OK    	NAND (0x4FE173), KLM                                      	31, 68, 4F, E1, 73, 0A                                        	NAND (0x4FE173), KLM                                      
  730	OK    	NAND (0x5E2CA3), R                                        	31, 60, 5E, 2C, A3, 11                                        	NAND (0x5E2CA3), R                                        
  731	OK    	NAND (0x7568F5), OP                                       	31, 64, 75, 68, F5, 0E                                        	NAND (0x7568F5), OP                                       
  732	OK    	NAND (BCD), V                                             	31, 30, 35                                                    	NAND (BCD), V                                             
  733	OK    	NAND (EFG), 0x2C                                          	31, 20, 04, 2C                                                	NAND (EFG), 0x2C                                          
  734	OK    	NAND (GHI), XYZA                                          	31, 3C, D7                                                    	NAND (GHI), XYZA                                          
  735	OK    	NAND (STU), HIJ                                           	31, 3A, 47                                                    	NAND (STU), HIJ                                           
  736	OK    	NAND (UVW), RS                                            	31, 36, 91                                                    	NAND (UVW), RS                                            
  737	OK    	NAND BCDE, (0x0FBE9C)                                     	31, 7C, 01, 0F, BE, 9C                                        	NAND BCDE, (0x0FBE9C)                                     
  738	OK    	NAND CDE, 0x1EBF2D                                        	31, 10, 02, 1E, BF, 2D                                        	NAND CDE, 0x1EBF2D                                        
  739	OK    	NAND DE, (VWX)                                            	31, 44, 75                                                    	NAND DE, (VWX)                                            
  740	OK    	NAND DEF, VWX                                             	31, 14, 75                                                    	NAND DEF, VWX                                             
  741	OK    	NAND E, (0x6FDF40)                                        	31, 70, 04, 6F, DF, 40                                        	NAND E, (0x6FDF40)                                        
  742	OK    	NAND E, (FGH)                                             	31, 40, 85                                                    	NAND E, (FGH)                                             
  743	OK    	NAND FGH, (ABC)                                           	31, 48, A0                                                    	NAND FGH, (ABC)                                           
  744	OK    	NAND GHI, (0x1A7323)                                      	31, 78, 06, 1A, 73, 23                                        	NAND GHI, (0x1A7323)                                      
  745	OK    	NAND GHIJ, (STU)                                          	31, 4C, D2                                                    	NAND GHIJ, (STU)                                          
  746	OK    	NAND I, P                                                 	31, 05, 0F                                                    	NAND I, P                                                 
  747	OK    	NAND MN, 0x6203                                           	31, 08, 0C, 62, 03                                            	NAND MN, 0x6203                                           
  748	OK    	NAND OP, (0x0FB9A8)                                       	31, 74, 0E, 0F, B9, A8                                        	NAND OP, (0x0FB9A8)                                       
  749	OK    	NAND OPQR, 0x24AD537D                                     	31, 18, 0E, 24, AD, 53, 7D                                    	NAND OPQR, 0x24AD537D                                     
  750	OK    	NAND Q, 0x3B                                              	31, 00, 10, 3B                                                	NAND Q, 0x3B                                              
  751	OK    	NAND TU, XY                                               	31, 0E, 77                                                    	NAND TU, XY                                               
  752	OK    	NAND TUVW, STUV                                           	31, 1E, 72                                                    	NAND TUVW, STUV                                           
  753	OK    	NAND16 (0x7F3B35), 0x24A8                                 	31, 54, 7F, 3B, 35, 24, A8                                    	NAND16 (0x7F3B35), 0x24A8                                 
  754	OK    	NAND16 (GHI), 0x3684                                      	31, 24, 06, 36, 84                                            	NAND16 (GHI), 0x3684                                      
  755	OK    	NAND24 (0x0DEB2E), 0x3E27CC                               	31, 58, 0D, EB, 2E, 3E, 27, CC                                	NAND24 (0x0DEB2E), 0x3E27CC                               
  756	OK    	NAND24 (WXY), 0x15D59F                                    	31, 28, 16, 15, D5, 9F                                        	NAND24 (WXY), 0x15D59F                                    
  757	OK    	NAND32 (0x23026B), 0x0B550D20                             	31, 5C, 23, 02, 6B, 0B, 55, 0D, 20                            	NAND32 (0x23026B), 0x0B550D20                             
  758	OK    	NAND32 (FGH), 0x20162D3F                                  	31, 2C, 05, 20, 16, 2D, 3F                                    	NAND32 (FGH), 0x20162D3F                                  
  759	OK    	NOP                                                       	00                                                            	NOP                                                       
  760	OK    	NOR (0x084227), PQR                                       	32, 68, 08, 42, 27, 0F                                        	NOR (0x084227), PQR                                       
  761	OK    	NOR (0x08428B), 0x20                                      	32, 50, 08, 42, 8B, 20                                        	NOR (0x08428B), 0x20                                      
  762	OK    	NOR (0x3070FF), CDEF                                      	32, 6C, 30, 70, FF, 02                                        	NOR (0x3070FF), CDEF                                      
  763	OK    	NOR (0x4A1F2B), D                                         	32, 60, 4A, 1F, 2B, 03                                        	NOR (0x4A1F2B), D                                         
  764	OK    	NOR (0x70BA49), NO                                        	32, 64, 70, BA, 49, 0D                                        	NOR (0x70BA49), NO                                        
  765	OK    	NOR (ABC), 0x09                                           	32, 20, 00, 09                                                	NOR (ABC), 0x09                                           
  766	OK    	NOR (BCD), CDE                                            	32, 38, 22                                                    	NOR (BCD), CDE                                            
  767	OK    	NOR (BCD), KLMN                                           	32, 3C, 2A                                                    	NOR (BCD), KLMN                                           
  768	OK    	NOR (LMN), DE                                             	32, 35, 63                                                    	NOR (LMN), DE                                             
  769	OK    	NOR (STU), A                                              	32, 32, 40                                                    	NOR (STU), A                                              
  770	OK    	NOR B, (0x0D62EC)                                         	32, 70, 01, 0D, 62, EC                                        	NOR B, (0x0D62EC)                                         
  771	OK    	NOR BCD, 0x50EC48                                         	32, 10, 01, 50, EC, 48                                        	NOR BCD, 0x50EC48                                         
  772	OK    	NOR CDEF, 0x13F93E26                                      	32, 18, 02, 13, F9, 3E, 26                                    	NOR CDEF, 0x13F93E26                                      
  773	OK    	NOR EF, GH                                                	32, 0C, 86                                                    	NOR EF, GH                                                
  774	OK    	NOR IJKL, (0x333378)                                      	32, 7C, 08, 33, 33, 78                                        	NOR IJKL, (0x333378)                                      
  775	OK    	NOR K, M                                                  	32, 05, 4C                                                    	NOR K, M                                                  
  776	OK    	NOR OP, (0x6A1285)                                        	32, 74, 0E, 6A, 12, 85                                        	NOR OP, (0x6A1285)                                        
  777	OK    	NOR OP, (JKL)                                             	32, 45, C9                                                    	NOR OP, (JKL)                                             
  778	OK    	NOR RST, (0x38B7EC)                                       	32, 78, 11, 38, B7, EC                                        	NOR RST, (0x38B7EC)                                       
  779	OK    	NOR S, (FGH)                                              	32, 42, 45                                                    	NOR S, (FGH)                                              
  780	OK    	NOR ST, 0x2A9C                                            	32, 08, 12, 2A, 9C                                            	NOR ST, 0x2A9C                                            
  781	OK    	NOR VWX, GHI                                              	32, 16, A6                                                    	NOR VWX, GHI                                              
  782	OK    	NOR X, 0x16                                               	32, 00, 17, 16                                                	NOR X, 0x16                                               
  783	OK    	NOR YZA, (VWX)                                            	32, 4B, 15                                                    	NOR YZA, (VWX)                                            
  784	OK    	NOR YZAB, (EFG)                                           	32, 4F, 04                                                    	NOR YZAB, (EFG)                                           
  785	OK    	NOR YZAB, EFGH                                            	32, 1F, 04                                                    	NOR YZAB, EFGH                                            
  786	OK    	NOR16 (0x381DA2), 0x53EA                                  	32, 54, 38, 1D, A2, 53, EA                                    	NOR16 (0x381DA2), 0x53EA                                  
  787	OK    	NOR16 (XYZ), 0x52E3                                       	32, 24, 17, 52, E3                                            	NOR16 (XYZ), 0x52E3                                       
  788	OK    	NOR24 (0x4CBA2B), 0x628DC9                                	32, 58, 4C, BA, 2B, 62, 8D, C9                                	NOR24 (0x4CBA2B), 0x628DC9                                
  789	OK    	NOR24 (JKL), 0x65BF6A                                     	32, 28, 09, 65, BF, 6A                                        	NOR24 (JKL), 0x65BF6A                                     
  790	OK    	NOR32 (0x1DF4E3), 0x3DA9CFD9                              	32, 5C, 1D, F4, E3, 3D, A9, CF, D9                            	NOR32 (0x1DF4E3), 0x3DA9CFD9                              
  791	OK    	NOR32 (TUV), 0x2DEA8F71                                   	32, 2C, 13, 2D, EA, 8F, 71                                    	NOR32 (TUV), 0x2DEA8F71                                   
  792	OK    	OR (0x08676C), 0x05                                       	0E, 50, 08, 67, 6C, 05                                        	OR (0x08676C), 0x05                                       
  793	OK    	OR (0x1CC3BC), UV                                         	0E, 64, 1C, C3, BC, 14                                        	OR (0x1CC3BC), UV                                         
  794	OK    	OR (0x613A3F), STU                                        	0E, 68, 61, 3A, 3F, 12                                        	OR (0x613A3F), STU                                        
  795	OK    	OR (0x742152), O                                          	0E, 60, 74, 21, 52, 0E                                        	OR (0x742152), O                                          
  796	OK    	OR (0x79CDDE), DEFG                                       	0E, 6C, 79, CD, DE, 03                                        	OR (0x79CDDE), DEFG                                       
  797	OK    	OR (FGH), F                                               	0E, 30, A5                                                    	OR (FGH), F                                               
  798	OK    	OR (QRS), 0x64                                            	0E, 20, 10, 64                                                	OR (QRS), 0x64                                            
  799	OK    	OR (QRS), BCD                                             	0E, 3A, 01                                                    	OR (QRS), BCD                                             
  800	OK    	OR (UVW), JK                                              	0E, 36, 89                                                    	OR (UVW), JK                                              
  801	OK    	OR (XYZ), HIJK                                            	0E, 3E, E7                                                    	OR (XYZ), HIJK                                            
  802	OK    	OR ABC, 0x515777                                          	0E, 10, 00, 51, 57, 77                                        	OR ABC, 0x515777                                          
  803	OK    	OR ABC, RST                                               	0E, 14, 11                                                    	OR ABC, RST                                               
  804	OK    	OR EF, (0x18BB86)                                         	0E, 74, 04, 18, BB, 86                                        	OR EF, (0x18BB86)                                         
  805	OK    	OR F, G                                                   	0E, 04, A6                                                    	OR F, G                                                   
  806	OK    	OR GHI, (0x5AF31E)                                        	0E, 78, 06, 5A, F3, 1E                                        	OR GHI, (0x5AF31E)                                        
  807	OK    	OR GHIJ, (DEF)                                            	0E, 4C, C3                                                    	OR GHIJ, (DEF)                                            
  808	OK    	OR HI, CD                                                 	0E, 0C, E2                                                    	OR HI, CD                                                 
  809	OK    	OR HIJK, 0x1616AB99                                       	0E, 18, 07, 16, 16, AB, 99                                    	OR HIJK, 0x1616AB99                                       
  810	OK    	OR KLMN, LMNO                                             	0E, 1D, 4B                                                    	OR KLMN, LMNO                                             
  811	OK    	OR N, (0x3FB1C3)                                          	0E, 70, 0D, 3F, B1, C3                                        	OR N, (0x3FB1C3)                                          
  812	OK    	OR N, (OPQ)                                               	0E, 41, AE                                                    	OR N, (OPQ)                                               
  813	OK    	OR P, 0x0B                                                	0E, 00, 0F, 0B                                                	OR P, 0x0B                                                
  814	OK    	OR TUV, (YZA)                                             	0E, 4A, 78                                                    	OR TUV, (YZA)                                             
  815	OK    	OR VW, 0x1D37                                             	0E, 08, 15, 1D, 37                                            	OR VW, 0x1D37                                             
  816	OK    	OR XY, (BCD)                                              	0E, 46, E1                                                    	OR XY, (BCD)                                              
  817	OK    	OR XYZA, (0x290D8C)                                       	0E, 7C, 17, 29, 0D, 8C                                        	OR XYZA, (0x290D8C)                                       
  818	OK    	OR16 (0x048540), 0x0946                                   	0E, 54, 04, 85, 40, 09, 46                                    	OR16 (0x048540), 0x0946                                   
  819	OK    	OR16 (YZA), 0x4D9D                                        	0E, 24, 18, 4D, 9D                                            	OR16 (YZA), 0x4D9D                                        
  820	OK    	OR24 (0x397E19), 0x0AB68A                                 	0E, 58, 39, 7E, 19, 0A, B6, 8A                                	OR24 (0x397E19), 0x0AB68A                                 
  821	OK    	OR24 (UVW), 0x426BB7                                      	0E, 28, 14, 42, 6B, B7                                        	OR24 (UVW), 0x426BB7                                      
  822	OK    	OR32 (0x5ED260), 0x0621FA60                               	0E, 5C, 5E, D2, 60, 06, 21, FA, 60                            	OR32 (0x5ED260), 0x0621FA60                               
  823	OK    	OR32 (YZA), 0x3EC1005E                                    	0E, 2C, 18, 3E, C1, 00, 5E                                    	OR32 (YZA), 0x3EC1005E                                    
  824	OK    	PLAY 0x7ACA94                                             	A0, 00, 7A, CA, 94                                            	PLAY 0x7ACA94                                             
  825	OK    	PLAY BCD                                                  	A0, 01, 01                                                    	PLAY BCD                                                  
  826	OK    	POP (0x53ADC0)                                            	1A, 07, 53, AD, C0                                            	POP (0x53ADC0)                                            
  827	OK    	POP (TUV)                                                 	1A, 08, 13                                                    	POP (TUV)                                                 
